tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
tt0112573,movie,Braveheart,Braveheart,0,1995,\N,178,"Biography,Drama,History",8.4,887737
tt0266543,movie,Finding Nemo,Finding Nemo,0,2003,\N,100,"Adventure,Animation,Comedy",8.1,863265
tt0371746,movie,Iron Man,Iron Man,0,2008,\N,126,"Action,Adventure,Sci-Fi",7.9,858081
tt0086190,movie,Star Wars: Episode VI - Return of the Jedi,Star Wars: Episode VI - Return of the Jedi,0,1983,\N,131,"Action,Adventure,Fantasy",8.3,857778
tt0167404,movie,The Sixth Sense,The Sixth Sense,0,1999,\N,107,"Drama,Mystery,Thriller",8.1,841350
tt1049413,movie,Up,Up,0,2009,\N,96,"Adventure,Animation,Comedy",8.2,840760
tt0120382,movie,The Truman Show,The Truman Show,0,1998,\N,103,"Comedy,Drama,Sci-Fi",8.1,834976
tt0110357,movie,The Lion King,The Lion King,0,1994,\N,88,"Adventure,Animation,Drama",8.5,829652
tt0073486,movie,One Flew Over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,0,1975,\N,133,Drama,8.7,827387
tt0338013,movie,Eternal Sunshine of the Spotless Mind,Eternal Sunshine of the Spotless Mind,0,2004,\N,108,"Drama,Romance,Sci-Fi",8.3,821393
tt0105236,movie,Reservoir Dogs,Reservoir Dogs,0,1992,\N,99,"Crime,Drama,Thriller",8.3,819276
tt1431045,movie,Deadpool,Deadpool,0,2016,\N,108,"Action,Adventure,Comedy",8.0,815169
tt0082971,movie,Raiders of the Lost Ark,Raiders of the Lost Ark,0,1981,\N,115,"Action,Adventure",8.5,808082
tt1392170,movie,The Hunger Games,The Hunger Games,0,2012,\N,142,"Action,Adventure,Sci-Fi",7.2,793222
tt0114709,movie,Toy Story,Toy Story,0,1995,\N,81,"Adventure,Animation,Comedy",8.3,787960
tt2488496,movie,Star Wars: Episode VII - The Force Awakens,Star Wars: Episode VII - The Force Awakens,0,2015,\N,136,"Action,Adventure,Fantasy",8.0,781744
tt0107290,movie,Jurassic Park,Jurassic Park,0,1993,\N,127,"Adventure,Sci-Fi,Thriller",8.1,779762
tt0081505,movie,The Shining,The Shining,0,1980,\N,146,"Drama,Horror",8.4,776824
tt1392190,movie,Mad Max: Fury Road,Mad Max: Fury Road,0,2015,\N,120,"Action,Adventure,Sci-Fi",8.1,776144
tt0268978,movie,A Beautiful Mind,A Beautiful Mind,0,2001,\N,135,"Biography,Drama",8.2,767551
tt0477348,movie,No Country for Old Men,No Country for Old Men,0,2007,\N,122,"Crime,Drama,Thriller",8.1,763694
tt0119217,movie,Good Will Hunting,Good Will Hunting,0,1997,\N,126,"Drama,Romance",8.3,762548
tt2267998,movie,Gone Girl,Gone Girl,0,2014,\N,149,"Drama,Mystery,Thriller",8.1,757677
tt1010048,movie,Slumdog Millionaire,Slumdog Millionaire,0,2008,\N,120,"Drama,Romance",8.0,744969
tt0198781,movie,"Monsters, Inc.","Monsters, Inc.",0,2001,\N,92,"Adventure,Animation,Comedy",8.1,735685
tt0088247,movie,The Terminator,The Terminator,0,1984,\N,107,"Action,Sci-Fi",8.0,726395
tt0903624,movie,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,0,2012,\N,169,"Adventure,Family,Fantasy",7.9,718012
tt0095016,movie,Die Hard,Die Hard,0,1988,\N,132,"Action,Thriller",8.2,717402
tt0208092,movie,Snatch,Snatch,0,2000,\N,104,"Comedy,Crime",8.3,715524
tt0264464,movie,Catch Me If You Can,Catch Me If You Can,0,2002,\N,141,"Biography,Crime,Drama",8.1,714801
tt0401792,movie,Sin City,Sin City,0,2005,\N,124,"Crime,Thriller",8.0,714177
tt0078748,movie,Alien,Alien,0,1979,\N,117,"Horror,Sci-Fi",8.5,710308
tt1454468,movie,Gravity,Gravity,0,2013,\N,91,"Drama,Sci-Fi,Thriller",7.7,706870
tt0180093,movie,Requiem for a Dream,Requiem for a Dream,0,2000,\N,102,Drama,8.3,697021
tt0246578,movie,Donnie Darko,Donnie Darko,0,2001,\N,113,"Drama,Sci-Fi,Thriller",8.1,695642
tt0416449,movie,300,300,0,2006,\N,117,"Action,Fantasy,War",7.7,689814
tt1201607,movie,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Deathly Hallows: Part 2,0,2011,\N,130,"Adventure,Drama,Fantasy",8.1,688470
tt1300854,movie,Iron Man 3,Iron Man Three,0,2013,\N,130,"Action,Adventure,Sci-Fi",7.2,688020
tt0066921,movie,A Clockwork Orange,A Clockwork Orange,0,1971,\N,136,"Crime,Drama,Sci-Fi",8.3,685789
tt0800369,movie,Thor,Thor,0,2011,\N,115,"Action,Adventure,Fantasy",7.0,677793
tt0435761,movie,Toy Story 3,Toy Story 3,0,2010,\N,103,"Adventure,Animation,Comedy",8.3,677605
tt3659388,movie,The Martian,The Martian,0,2015,\N,144,"Adventure,Drama,Sci-Fi",8.0,675741
tt1675434,movie,The Intouchables,Intouchables,0,2011,\N,112,"Biography,Comedy,Drama",8.5,672022
tt1205489,movie,Gran Torino,Gran Torino,0,2008,\N,116,Drama,8.1,667585
tt1119646,movie,The Hangover,The Hangover,0,2009,\N,100,Comedy,7.7,667289
tt0458339,movie,Captain America: The First Avenger,Captain America: The First Avenger,0,2011,\N,124,"Action,Adventure,Sci-Fi",6.9,662378
tt0086250,movie,Scarface,Scarface,0,1983,\N,170,"Crime,Drama",8.3,661375
tt1843866,movie,Captain America: The Winter Soldier,Captain America: The Winter Soldier,0,2014,\N,136,"Action,Adventure,Sci-Fi",7.8,661039
tt0118715,movie,The Big Lebowski,The Big Lebowski,0,1998,\N,117,"Comedy,Crime",8.1,660697
tt2395427,movie,Avengers: Age of Ultron,Avengers: Age of Ultron,0,2015,\N,141,"Action,Adventure,Sci-Fi",7.3,658344
tt4154756,movie,Avengers: Infinity War,Avengers: Infinity War,0,2018,\N,149,"Action,Adventure,Sci-Fi",8.5,655044
tt1228705,movie,Iron Man 2,Iron Man 2,0,2010,\N,124,"Action,Adventure,Sci-Fi",7.0,652913
tt0120915,movie,Star Wars: Episode I - The Phantom Menace,Star Wars: Episode I - The Phantom Menace,0,1999,\N,136,"Action,Adventure,Fantasy",6.5,651706
tt0211915,movie,Amélie,Le fabuleux destin d'Amélie Poulain,0,2001,\N,122,"Comedy,Romance",8.3,649139
tt0947798,movie,Black Swan,Black Swan,0,2010,\N,108,"Drama,Thriller",8.0,646575
tt0770828,movie,Man of Steel,Man of Steel,0,2013,\N,143,"Action,Adventure,Sci-Fi",7.1,644930
tt0317248,movie,City of God,Cidade de Deus,0,2002,\N,130,"Crime,Drama",8.6,641596
tt0253474,movie,The Pianist,The Pianist,0,2002,\N,150,"Biography,Drama,Music",8.5,638782
tt0121766,movie,Star Wars: Revenge of the Sith,Star Wars: Episode III - Revenge of the Sith,0,2005,\N,140,"Action,Adventure,Fantasy",7.6,637834
tt0145487,movie,Spider-Man,Spider-Man,0,2002,\N,121,"Action,Adventure,Sci-Fi",7.3,636750
tt0075314,movie,Taxi Driver,Taxi Driver,0,1976,\N,114,"Crime,Drama",8.3,633451
tt0480249,movie,I Am Legend,I Am Legend,0,2007,\N,101,"Drama,Sci-Fi,Thriller",7.2,631878
tt0097576,movie,Indiana Jones and the Last Crusade,Indiana Jones and the Last Crusade,0,1989,\N,127,"Action,Adventure",8.2,630877
tt2278388,movie,The Grand Budapest Hotel,The Grand Budapest Hotel,0,2014,\N,99,"Adventure,Comedy,Crime",8.1,630754
tt0083658,movie,Blade Runner,Blade Runner,0,1982,\N,117,"Sci-Fi,Thriller",8.2,625058
tt0060196,movie,"The Good, the Bad and the Ugly","Il buono, il brutto, il cattivo",0,1966,\N,161,Western,8.9,619883
tt1045658,movie,Silver Linings Playbook,Silver Linings Playbook,0,2012,\N,122,"Comedy,Drama,Romance",7.7,619402
tt2084970,movie,The Imitation Game,The Imitation Game,0,2014,\N,114,"Biography,Drama,Thriller",8.0,617440
tt1663202,movie,The Revenant,The Revenant,0,2015,\N,156,"Action,Adventure,Biography",8.0,616761
tt1877832,movie,X-Men: Days of Future Past,X-Men: Days of Future Past,0,2014,\N,132,"Action,Adventure,Sci-Fi",8.0,616425
tt0378194,movie,Kill Bill: Vol. 2,Kill Bill: Vol. 2,0,2004,\N,137,"Action,Crime,Thriller",8.0,612333
tt2582802,movie,Whiplash,Whiplash,0,2014,\N,106,"Drama,Music",8.5,611193
tt0383574,movie,Pirates of the Caribbean: Dead Man's Chest,Pirates of the Caribbean: Dead Man's Chest,0,2006,\N,151,"Action,Adventure,Fantasy",7.3,611136
tt0892769,movie,How to Train Your Dragon,How to Train Your Dragon,0,2010,\N,98,"Action,Adventure,Animation",8.1,608111
tt0093058,movie,Full Metal Jacket,Full Metal Jacket,0,1987,\N,116,"Drama,War",8.3,606471
tt1270798,movie,X-Men: First Class,X: First Class,0,2011,\N,131,"Action,Adventure,Sci-Fi",7.7,605826
tt1136608,movie,District 9,District 9,0,2009,\N,112,"Action,Sci-Fi,Thriller",7.9,602597
tt0317705,movie,The Incredibles,The Incredibles,0,2004,\N,115,"Action,Adventure,Animation",8.0,599131
tt0090605,movie,Aliens,Aliens,0,1986,\N,137,"Action,Adventure,Sci-Fi",8.4,597926
tt1504320,movie,The King's Speech,The King's Speech,0,2010,\N,118,"Biography,Drama,History",8.0,591687
tt0050083,movie,12 Angry Men,12 Angry Men,0,1957,\N,96,Drama,8.9,591224
tt1074638,movie,Skyfall,Skyfall,0,2012,\N,143,"Action,Adventure,Thriller",7.8,590750
tt0117951,movie,Trainspotting,Trainspotting,0,1996,\N,93,Drama,8.2,587819
tt0405159,movie,Million Dollar Baby,Million Dollar Baby,0,2004,\N,132,"Drama,Sport",8.1,584365
tt0440963,movie,The Bourne Ultimatum,The Bourne Ultimatum,0,2007,\N,115,"Action,Mystery,Thriller",8.0,578580
tt3498820,movie,Captain America: Civil War,Captain America: Civil War,0,2016,\N,147,"Action,Adventure,Sci-Fi",7.8,576376
tt0382932,movie,Ratatouille,Ratatouille,0,2007,\N,111,"Adventure,Animation,Comedy",8.0,576246
tt2024544,movie,12 Years a Slave,12 Years a Slave,0,2013,\N,134,"Biography,Drama,History",8.1,574689
tt2975590,movie,Batman v Superman: Dawn of Justice,Batman v Superman: Dawn of Justice,0,2016,\N,151,"Action,Adventure,Fantasy",6.5,574206
tt1951264,movie,The Hunger Games: Catching Fire,The Hunger Games: Catching Fire,0,2013,\N,146,"Action,Adventure,Sci-Fi",7.5,573726
tt0121765,movie,Star Wars: Episode II - Attack of the Clones,Star Wars: Episode II - Attack of the Clones,0,2002,\N,142,"Action,Adventure,Fantasy",6.6,572596
tt0457430,movie,Pan's Labyrinth,El laberinto del fauno,0,2006,\N,118,"Drama,Fantasy,War",8.2,570137
tt0418279,movie,Transformers,Transformers,0,2007,\N,144,"Action,Adventure,Sci-Fi",7.1,568200
tt0241527,movie,Harry Potter and the Sorcerer's Stone,Harry Potter and the Sorcerer's Stone,0,2001,\N,152,"Adventure,Family,Fantasy",7.6,568039
tt1285016,movie,The Social Network,The Social Network,0,2010,\N,120,"Biography,Drama",7.7,566834
tt1170358,movie,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,0,2013,\N,161,"Adventure,Fantasy",7.8,563812
tt0126029,movie,Shrek,Shrek,0,2001,\N,90,"Adventure,Animation,Comedy",7.9,560030
tt0116282,movie,Fargo,Fargo,0,1996,\N,98,"Crime,Drama,Thriller",8.1,559481
tt0796366,movie,Star Trek,Star Trek,0,2009,\N,127,"Action,Adventure,Sci-Fi",8.0,555608
tt0449088,movie,Pirates of the Caribbean: At World's End,Pirates of the Caribbean: At World's End,0,2007,\N,169,"Action,Adventure,Fantasy",7.1,554856
tt0245429,movie,Spirited Away,Sen to Chihiro no kamikakushi,0,2001,\N,125,"Adventure,Animation,Family",8.6,553965
tt3315342,movie,Logan,Logan,0,2017,\N,137,"Action,Drama,Sci-Fi",8.1,553378
tt0816711,movie,World War Z,World War Z,0,2013,\N,116,"Action,Adventure,Horror",7.0,551433
tt1670345,movie,Now You See Me,Now You See Me,0,2013,\N,115,"Crime,Mystery,Thriller",7.3,551223
tt0118799,movie,Life Is Beautiful,La vita è bella,0,1997,\N,116,"Comedy,Drama,Romance",8.6,549591
tt0988045,movie,Sherlock Holmes,Sherlock Holmes,0,2009,\N,128,"Action,Adventure,Crime",7.6,547282
tt0078788,movie,Apocalypse Now,Apocalypse Now,0,1979,\N,147,"Drama,War",8.5,545708
tt1631867,movie,Edge of Tomorrow,Edge of Tomorrow,0,2014,\N,113,"Action,Sci-Fi",7.9,543799
tt2802144,movie,Kingsman: The Secret Service,Kingsman: The Secret Service,0,2014,\N,129,"Action,Adventure,Comedy",7.7,541219
tt0062622,movie,2001: A Space Odyssey,2001: A Space Odyssey,0,1968,\N,149,"Adventure,Sci-Fi",8.3,539621
tt0107048,movie,Groundhog Day,Groundhog Day,0,1993,\N,101,"Comedy,Fantasy,Romance",8.0,539490
tt0381061,movie,Casino Royale,Casino Royale,0,2006,\N,144,"Action,Adventure,Thriller",8.0,538054
tt0114746,movie,Twelve Monkeys,Twelve Monkeys,0,1995,\N,129,"Mystery,Sci-Fi,Thriller",8.0,538011
tt1446714,movie,Prometheus,Prometheus,0,2012,\N,124,"Adventure,Mystery,Sci-Fi",7.0,537377
tt0421715,movie,The Curious Case of Benjamin Button,The Curious Case of Benjamin Button,0,2008,\N,166,"Drama,Fantasy,Romance",7.8,537326
tt0936501,movie,Taken,Taken,0,2008,\N,94,"Action,Thriller",7.8,537274
tt0369610,movie,Jurassic World,Jurassic World,0,2015,\N,124,"Action,Adventure,Sci-Fi",7.0,536993
tt1981115,movie,Thor: The Dark World,Thor: The Dark World,0,2013,\N,112,"Action,Adventure,Fantasy",6.9,536988
tt1637725,movie,Ted,Ted,0,2012,\N,106,"Comedy,Fantasy",6.9,536828
tt0054215,movie,Psycho,Psycho,0,1960,\N,109,"Horror,Mystery,Thriller",8.5,534830
tt0120903,movie,X-Men,X-Men,0,2000,\N,104,"Action,Adventure,Sci-Fi",7.4,533440
tt0454876,movie,Life of Pi,Life of Pi,0,2012,\N,127,"Adventure,Drama,Fantasy",7.9,533429
tt1024648,movie,Argo,Argo,0,2012,\N,120,"Biography,Drama,Thriller",7.7,533181
tt2096673,movie,Inside Out,Inside Out,0,2015,\N,95,"Adventure,Animation,Comedy",8.2,532433
tt1386697,movie,Suicide Squad,Suicide Squad,0,2016,\N,123,"Action,Adventure,Fantasy",6.1,529657
tt1392214,movie,Prisoners,Prisoners,0,2013,\N,153,"Crime,Drama,Mystery",8.1,523473
tt0948470,movie,The Amazing Spider-Man,The Amazing Spider-Man,0,2012,\N,136,"Action,Adventure,Sci-Fi",7.0,523397
tt0758758,movie,Into the Wild,Into the Wild,0,2007,\N,148,"Adventure,Biography,Drama",8.1,522693
tt0113277,movie,Heat,Heat,0,1995,\N,170,"Crime,Drama,Thriller",8.2,522049
tt0780504,movie,Drive,Drive,0,2011,\N,100,"Crime,Drama",7.8,519728
tt2562232,movie,Birdman or (The Unexpected Virtue of Ignorance),Birdman or (The Unexpected Virtue of Ignorance),0,2014,\N,119,"Comedy,Drama",7.7,516741
tt2294629,movie,Frozen,Frozen,0,2013,\N,102,"Adventure,Animation,Comedy",7.5,514715
tt2543164,movie,Arrival,Arrival,0,2016,\N,116,"Drama,Mystery,Sci-Fi",7.9,510587
tt1211837,movie,Doctor Strange,Doctor Strange,0,2016,\N,115,"Action,Adventure,Fantasy",7.5,508386
tt0073195,movie,Jaws,Jaws,0,1975,\N,124,"Adventure,Drama,Thriller",8.0,508305
tt1825683,movie,Black Panther,Black Panther,0,2018,\N,134,"Action,Adventure,Sci-Fi",7.3,507712
tt1276104,movie,Looper,Looper,0,2012,\N,113,"Action,Crime,Drama",7.4,499143
tt0316654,movie,Spider-Man 2,Spider-Man 2,0,2004,\N,127,"Action,Adventure,Sci-Fi",7.3,497571
tt0478970,movie,Ant-Man,Ant-Man,0,2015,\N,117,"Action,Adventure,Comedy",7.3,495859
tt1250777,movie,Kick-Ass,Kick-Ass,0,2010,\N,117,"Action,Comedy",7.6,495767
tt0116629,movie,Independence Day,Independence Day,0,1996,\N,145,"Action,Adventure,Sci-Fi",7.0,493810
tt0120735,movie,"Lock, Stock and Two Smoking Barrels","Lock, Stock and Two Smoking Barrels",0,1998,\N,107,"Comedy,Crime",8.2,491681
tt0119488,movie,L.A. Confidential,L.A. Confidential,0,1997,\N,138,"Crime,Drama,Mystery",8.3,491586
tt0295297,movie,Harry Potter and the Chamber of Secrets,Harry Potter and the Chamber of Secrets,0,2002,\N,161,"Adventure,Family,Fantasy",7.4,491150
tt1219289,movie,Limitless,Limitless,0,2011,\N,105,"Mystery,Sci-Fi,Thriller",7.4,490608
tt0304141,movie,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban,0,2004,\N,142,"Adventure,Family,Fantasy",7.9,487649
tt0330373,movie,Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire,0,2005,\N,157,"Adventure,Family,Fantasy",7.7,486883
tt0451279,movie,Wonder Woman,Wonder Woman,0,2017,\N,141,"Action,Adventure,Fantasy",7.5,483558
tt0829482,movie,Superbad,Superbad,0,2007,\N,113,Comedy,7.6,481470
tt0290334,movie,X2: X-Men United,X2,0,2003,\N,134,"Action,Adventure,Sci-Fi",7.5,478605
tt0234215,movie,The Matrix Reloaded,The Matrix Reloaded,0,2003,\N,138,"Action,Sci-Fi",7.2,476439
tt1232829,movie,21 Jump Street,21 Jump Street,0,2012,\N,109,"Action,Comedy,Crime",7.2,476174
tt3896198,movie,Guardians of the Galaxy Vol. 2,Guardians of the Galaxy Vol. 2,0,2017,\N,136,"Action,Adventure,Comedy",7.7,475898
tt3748528,movie,Rogue One: A Star Wars Story,Rogue One,0,2016,\N,133,"Action,Adventure,Sci-Fi",7.8,475118
tt0119654,movie,Men in Black,Men in Black,0,1997,\N,98,"Adventure,Comedy,Mystery",7.3,474122
tt0034583,movie,Casablanca,Casablanca,0,1942,\N,102,"Drama,Romance,War",8.5,474106
tt0258463,movie,The Bourne Identity,The Bourne Identity,0,2002,\N,119,"Action,Mystery,Thriller",7.9,473916
tt0332280,movie,The Notebook,The Notebook,0,2004,\N,123,"Drama,Romance",7.9,473128
tt3501632,movie,Thor: Ragnarok,Thor: Ragnarok,0,2017,\N,130,"Action,Adventure,Comedy",7.9,472875
tt0240772,movie,Ocean's Eleven,Ocean's Eleven,0,2001,\N,116,"Crime,Thriller",7.8,472567
tt1318514,movie,Rise of the Planet of the Apes,Rise of the Planet of the Apes,0,2011,\N,105,"Action,Drama,Sci-Fi",7.6,471516
tt0162222,movie,Cast Away,Cast Away,0,2000,\N,143,"Adventure,Drama,Romance",7.8,471184
tt0075148,movie,Rocky,Rocky,0,1976,\N,120,"Drama,Sport",8.1,470637
tt0181689,movie,Minority Report,Minority Report,0,2002,\N,145,"Action,Crime,Mystery",7.6,468094
tt0365748,movie,Shaun of the Dead,Shaun of the Dead,0,2004,\N,99,"Comedy,Horror",7.9,467910
tt0120363,movie,Toy Story 2,Toy Story 2,0,1999,\N,92,"Adventure,Animation,Comedy",7.9,467034
tt0467406,movie,Juno,Juno,0,2007,\N,96,"Comedy,Drama",7.5,464961
tt1798709,movie,Her,Her,0,2013,\N,126,"Drama,Romance,Sci-Fi",8.0,464535
tt1323594,movie,Despicable Me,Despicable Me,0,2010,\N,95,"Animation,Comedy,Family",7.7,462711
tt0343818,movie,"I, Robot","I, Robot",0,2004,\N,115,"Action,Crime,Drama",7.1,462310
tt5013056,movie,Dunkirk,Dunkirk,0,2017,\N,106,"Action,Drama,History",7.9,462283
tt0469494,movie,There Will Be Blood,There Will Be Blood,0,2007,\N,158,Drama,8.2,461629
tt0450259,movie,Blood Diamond,Blood Diamond,0,2006,\N,143,"Adventure,Drama,Thriller",8.0,461386
tt0071853,movie,Monty Python and the Holy Grail,Monty Python and the Holy Grail,0,1975,\N,91,"Adventure,Comedy,Fantasy",8.3,459461
tt2527336,movie,Star Wars: The Last Jedi,Star Wars: Episode VIII - The Last Jedi,0,2017,\N,152,"Action,Adventure,Fantasy",7.2,459300
tt0413300,movie,Spider-Man 3,Spider-Man 3,0,2007,\N,139,"Action,Adventure,Sci-Fi",6.2,458615
tt1156398,movie,Zombieland,Zombieland,0,2009,\N,88,"Adventure,Comedy,Horror",7.6,456458
tt0364569,movie,Oldboy,Oldeuboi,0,2003,\N,120,"Action,Drama,Mystery",8.4,456243
tt0409459,movie,Watchmen,Watchmen,0,2009,\N,162,"Action,Drama,Mystery",7.6,453544
tt1483013,movie,Oblivion,Oblivion,0,2013,\N,124,"Action,Adventure,Sci-Fi",7.0,452363
tt0373889,movie,Harry Potter and the Order of the Phoenix,Harry Potter and the Order of the Phoenix,0,2007,\N,138,"Adventure,Family,Fantasy",7.5,451826
tt0945513,movie,Source Code,Source Code,0,2011,\N,93,"Action,Drama,Sci-Fi",7.5,450732
tt0376994,movie,X-Men: The Last Stand,X-Men: The Last Stand,0,2006,\N,104,"Action,Adventure,Sci-Fi",6.7,450483
tt0332452,movie,Troy,Troy,0,2004,\N,163,"Drama,History",7.2,450371
tt1298650,movie,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: On Stranger Tides,0,2011,\N,136,"Action,Adventure,Fantasy",6.6,445944
tt1408101,movie,Star Trek Into Darkness,Star Trek Into Darkness,0,2013,\N,132,"Action,Adventure,Sci-Fi",7.7,444672
tt1663662,movie,Pacific Rim,Pacific Rim,0,2013,\N,131,"Action,Adventure,Sci-Fi",6.9,442191
tt0095953,movie,Rain Man,Rain Man,0,1988,\N,133,Drama,8.0,439940
tt1022603,movie,500 Days of Summer,(500) Days of Summer,0,2009,\N,95,"Comedy,Drama,Romance",7.7,439537
tt2310332,movie,The Hobbit: The Battle of the Five Armies,The Hobbit: The Battle of the Five Armies,0,2014,\N,144,"Adventure,Fantasy",7.4,436859
tt1570728,movie,"Crazy, Stupid, Love.","Crazy, Stupid, Love.",0,2011,\N,118,"Comedy,Drama,Romance",7.4,435739
tt0458525,movie,X-Men Origins: Wolverine,X-Men Origins: Wolverine,0,2009,\N,107,"Action,Adventure,Sci-Fi",6.6,434629
tt3783958,movie,La La Land,La La Land,0,2016,\N,128,"Comedy,Drama,Music",8.0,432382
tt2911666,movie,John Wick,John Wick,0,2014,\N,101,"Action,Crime,Thriller",7.3,431676
